# kernel32.dll exports and whether ReactOS 0.4.16 (x86, reports NT 5.2) has them.
# Source: the export tables of \reactos\system32\kernel32.dll and kernel32_vista.dll
# inside the released ReactOS-0.4.16-i386 image, read with pefile. Not documentation:
# these are the bytes the target actually ships. Format: name<TAB>reactos|no<TAB>where
# Names come from that image plus every name in kernel32-exports.tsv, so a function
# XP has and ReactOS lacks appears here as absent rather than simply missing.
# kernel32_vista.dll is marked absent on purpose: it is an internal ReactOS module,
# imported in that image only by ReactOS's own DLLs, never by an application.
# Regenerate with scripts/fetch-reactos-exports.py <ReactOS-0.4.16-i386.iso>.
GetApplicationUserModelId	no	absent
GetAtomNameA	reactos	kernel32.dll
GetAtomNameW	reactos	kernel32.dll
GetBinaryType	reactos	kernel32.dll
GetBinaryTypeA	reactos	kernel32.dll
GetBinaryTypeW	reactos	kernel32.dll
GetCPFileNameFromRegistry	reactos	kernel32.dll
GetCPInfo	reactos	kernel32.dll
GetCPInfoExA	reactos	kernel32.dll
GetCPInfoExW	reactos	kernel32.dll
GetCachedSigningLevel	no	absent
GetCalendarDateFormat	no	absent
GetCalendarDateFormatEx	no	absent
GetCalendarDaysInMonth	no	absent
GetCalendarDifferenceInDays	no	absent
GetCalendarInfoA	reactos	kernel32.dll
GetCalendarInfoEx	no	absent
GetCalendarInfoW	reactos	kernel32.dll
GetCalendarMonthsInYear	no	absent
GetCalendarSupportedDateRange	no	absent
GetCalendarWeekNumber	no	absent
GetComPlusPackageInstallStatus	reactos	kernel32.dll
GetCommConfig	reactos	kernel32.dll
GetCommMask	reactos	kernel32.dll
GetCommModemStatus	reactos	kernel32.dll
GetCommProperties	reactos	kernel32.dll
GetCommState	reactos	kernel32.dll
GetCommTimeouts	reactos	kernel32.dll
GetCommandLineA	reactos	kernel32.dll
GetCommandLineW	reactos	kernel32.dll
GetCompressedFileSizeA	reactos	kernel32.dll
GetCompressedFileSizeTransactedA	no	absent
GetCompressedFileSizeTransactedW	no	absent
GetCompressedFileSizeW	reactos	kernel32.dll
GetComputerNameA	reactos	kernel32.dll
GetComputerNameExA	reactos	kernel32.dll
GetComputerNameExW	reactos	kernel32.dll
GetComputerNameW	reactos	kernel32.dll
GetConsoleAliasA	reactos	kernel32.dll
GetConsoleAliasExesA	reactos	kernel32.dll
GetConsoleAliasExesLengthA	reactos	kernel32.dll
GetConsoleAliasExesLengthW	reactos	kernel32.dll
GetConsoleAliasExesW	reactos	kernel32.dll
GetConsoleAliasW	reactos	kernel32.dll
GetConsoleAliasesA	reactos	kernel32.dll
GetConsoleAliasesLengthA	reactos	kernel32.dll
GetConsoleAliasesLengthW	reactos	kernel32.dll
GetConsoleAliasesW	reactos	kernel32.dll
GetConsoleCP	reactos	kernel32.dll
GetConsoleCharType	reactos	kernel32.dll
GetConsoleCommandHistoryA	reactos	kernel32.dll
GetConsoleCommandHistoryLengthA	reactos	kernel32.dll
